pH,EC (µS/cm),HCO3,Cl (mg/L),SO4,Total Hardness,Na (mg/L),F
7.848,393.8,140.4,42.5,1.1,185,10.1,0.04
7.587,121.8,134.3,7.1,1.8,90,20.7,0.56
7.519,111.9,103.8,10.6,8.6,80,15.3,0.32
7.269,117.2,61,21.3,12.3,60,19,0.22
7.878,194.9,97.7,31.9,4.5,75,7.5,0.08
7.127,49.69,36.6,7.1,3.6,40,4.2,0.03
6.56,61.9,42.7,17.7,0.8,40,9.5,0.08
7.9,162.7,103.8,10.6,6.4,90,4.4,0.06
6.401,475.3,67.2,42.5,45.7,190,9.3,0.25
6.701,93.4,6.1,14.2,16.7,45,2.5,1.1
6.088,58.12,24.4,14.2,35.3,80,3.8,0.09
6.704,28.12,18.3,7.1,8.2,35,2.5,0.07
6.821,74.68,30.5,14.2,6.5,35,14.8,0.07
7.474,126.4,42.7,24.8,7.1,45,19.1,0.18
6.792,73.11,61,10.6,3.7,35,19.8,0.12
7.068,36.01,30.5,7.1,0.2,25,6.9,0.16
7.183,71.12,30.5,10.6,0.6,35,11.8,0.26
7.356,338,122.1,46.1,38.7,165,25.8,0.29
7.483,77.49,85.5,10.6,3,45,9.7,0.36
6.971,205.1,79.4,17.7,7,90,6.3,0.18
6.528,95.7,24.4,21.3,4.6,45,6.9,0.1
6.389,165.4,24.4,21.3,21,65,7.1,0.07
6.657,42.89,36.6,10.6,9.2,35,8.3,0.1
6.93,51.31,24.4,14.2,0.7,35,7.5,0.2
7.202,105.5,67.2,17.7,8.3,50,14.6,0.13
6.626,32.98,42.7,10.6,15.8,25,9.1,0.1
6.666,208.9,24.4,31.9,0.1,100,5.4,0.13
7.665,464.7,158.7,67.4,74.5,175,45.8,0.27
6.867,364.2,24.4,81.5,7,90,36.9,0.15
7.189,110.7,30.5,28.4,15.3,60,13.2,0.44
7.359,248.3,54.9,49.6,6.5,85,22.4,0.25
6.74,210,122,5.5,9.2,119,1.3,0.17
7.47,550,286.7,8.1,28.5,290,1.9,0.14
6.85,670,317.2,19.5,27.8,339,9.7,0.41
7.12,470,268.4,8.3,23.3,258,3.9,0.25
6.63,310,170.8,8.3,8.1,154,2.8,0.13
7.02,900,466.6,22.4,41.9,358,45.5,0.78
6.76,900,429.3,54.3,18.8,369,40.4,0.26
6.73,360,199.1,2.2,16.2,175,5.9,0.18
7.09,700,416,6.9,13.9,351,17.7,0.25
6.76,470,201.3,31.5,20.8,246,16,0.11
6.72,350,201.3,14.9,16.4,358,10.7,0.13
6.76,650,280,34.4,22.4,820,29.6,0.23
7.13,320,199,1.1,7.6,394,7.5,0.29
6.71,260,149.3,0.5,12.6,268,3.8,0.15
6.86,380,230.2,null,11.8,169,8.3,0.38
6.68,280,168,0.2,11.7,327,9.8,0.18
6.68,330,193,0.3,12.1,457,9.7,0.19
7.59,810,566.2,0.4,19.1,351,43.5,0.37
7.34,370,199,0.8,12.8,211,9.9,0.24
7.41,480,261.3,6,26.9,226,14.3,0.21
7.21,340,174.2,1,20.1,166,5.9,0.17
7,410,242.6,3.2,13.9,202,10.8,0.19
7,400,192.9,4.1,19.3,169,15.7,0.28
7.25,360,211.5,1,10.3,172,9.5,0.26
6.65,280,130.4,5.6,23.3,124,10.3,0.22
6.73,420,174,18,29.7,129,35.8,0.16
6.56,390,118,12,38,158,13.1,0.17
6.53,250,112,3,22.4,101,8.1,0.12
6.51,300,170.8,7.7,9.8,156,4.9,0.17
6.52,330,122,28.9,14.4,152,8.4,0.1
6.68,570,201.3,37.7,19.3,269,12.9,0.15
6.77,390,207.4,17.6,11.9,165,18.3,0.19
6.89,380,207.4,9.9,10.5,180,10.7,0.23
7.26,340,195.2,7.4,7.4,174,4,0.14
7.38,370,230.2,5.3,7.2,203,1,0.46
7.08,420,267.5,5.4,3.2,183,20.1,0.09
6.75,230,115.9,9.6,8,114,4.2,0.09
6.68,190,85.4,7.9,8.2,92,3.1,0.09
6.9,680,410.7,24.8,11.7,310,32,0.2
6.65,410,217.7,20.7,17.5,209,7.6,0.13
7,420,183,31.2,9.6,185,13.3,0.13
7.14,150,73.2,6.5,9.9,77,2.1,0.13
6.91,470,140.3,39.4,29,177,24.1,0.15
6.67,490,219.6,27.6,14.8,233,11.6,0.13
6.87,320,158.6,10.6,7.1,161,1.7,0.13
6.99,610,225.7,46.2,30.1,258,24.4,0.15
6.77,320,170.8,13.3,7.5,156,7.7,0.14
7.03,320,176.9,7.2,7,162,4.8,0.15
7,200,97.6,4.6,3.4,86,2.6,0.21
6.98,510,256.2,30.7,14,250,10.6,0.18
7.3,760,298.9,52.9,35.2,378,12.3,0.18
7.04,430,219.4,21.4,13.3,205,12,0.22
6.33,160,67.1,10.5,11.1,69,8.6,0.13
6.56,290,146.4,14.8,8.1,143,6.2,0.1
7.21,740,323.3,41.8,25.8,284,40.4,0.25
6.98,400,189.1,21.7,9,184,13,0.24
7.14,310,134.2,21.9,9.7,130,11.9,0.25
6.72,390,199.1,18.3,11.7,176,12.3,0.19
7.85,430,304.8,4.3,4.6,234,9.3,0.32
6.97,980,298.9,99.5,44.4,337,68.3,0.15
7.63,504,91.5,49.7,87.5,200,35.7,0.71
7.54,491,195.3,35.5,19.2,160,32.2,1.05
7.45,726,274.6,70.9,24,260,41.4,0.65
7.66,900,335.6,70.9,48,250,92,0.45
7.5,648,244.1,53.2,28.8,200,55.2,0.38
7.78,1340,353.9,141.8,110.4,400,119.6,0.9
7.49,620,183.1,70.9,48,160,59.8,0.38
7.61,1195,183.1,109.9,240,300,131.1,0.59
7.74,1667,598,85.1,192,400,193.2,0.46
7.49,788,170.9,106.4,96,280,41.4,0.51
7.38,1990,518.7,209.2,77.1,453,229,4.5
7.95,390,201.4,6.2,7.8,130,17.4,0.32
7.4,1970,500.4,124.1,106.5,325,198.1,2.64
7.39,670,183.1,39,49.3,260,34,0.2
7.79,770,314.3,49.6,28.9,250,52,0.85
8,850,375.3,31.9,25.3,325,43,0.81
7.67,400,177,15.8,15.2,141,21.9,0.68
7.3,1190,427.1,101.4,60.7,359,118.4,0.81
7.15,540,262.4,28.6,19.6,209,29,0.64
7.9,560,231.9,34.8,25.5,209,25.9,0.29
7.63,471,183.1,37.1,22.5,147,29.8,0.38
8.12,380,207.5,18.9,2.4,65,52.5,0.64
7.79,460,207.5,30.9,5.5,133,29.1,0.43
7.29,590,280.7,45.5,17.6,185,51.1,0.41
7.9,240,73.2,14,6.1,68,8.6,0.06
7.6,165,61,13.6,7.5,52,8.2,0.09
7,722,414.9,6.5,1.3,301,26.7,0.35
7.8,430,122,36.6,1.5,133,29.6,0.21
7.7,870,146.4,220,0.6,229,90.1,0.22
7.9,1350,451.5,168.3,32.7,237,186.5,0.92
7.5,205,36.6,40.4,8.6,71,10.3,0.11
7.3,196,36.6,14.5,0.6,59,9.4,0.03
7.2,195,24.4,14.8,0.5,53,9.7,0.03
7.9,610,219.7,56.3,32,185,49.6,0.25
7.6,830,195.3,162.8,1.3,141,112.8,0.39
7.8,2754,366.1,679.9,66.2,371,437.9,0.58
7.8,365,97.6,59.1,2.6,102,21.7,0.05
7.5,330,48.8,65,1.1,73,21.7,0.03
7.9,2050,341.7,371.5,163.9,210,295.7,0.89
7.8,1290,146.4,324,3.4,200,172.2,0.42
7.6,710,280.7,52.6,26,269,25,0.17
7.7,810,341.7,44.1,46.8,270,58.2,0.68
7.8,695,268.5,59.1,22.4,116,86.1,0.85
7.6,2110,341.7,435.9,102.7,462,254.7,0.3
7.6,860,146.4,174.8,24.1,193,87.7,0.39
7.82,560,207,27,23.8,95,55,0.24
7.95,300,122,20.9,7.4,102,15,0.16
7.9,710,293,37.1,23.9,242,35,0.75
7.65,340,195,6,3.8,128,26,0.31
7.23,730,244,62,12.9,275,34,0.24
7.91,830,189.2,84.9,76.6,176,84.5,0.32
7.71,1200,366.1,125.3,56.7,196,191.3,0.92
8.05,600,30.5,176.3,2.4,52,92.6,0.06
7.86,560,67.1,147.7,2.8,103,69.1,0.08
7.26,1740,555.3,198.5,12.6,550,144.9,1.44
7.57,380,146.4,10.6,6.7,135,24.6,0.91
7.6,430,219.7,14.2,12.7,200,3,1.26
7.42,770,366.1,56.7,3.6,332,23.5,1.73
7.22,880,439.3,35.5,8.6,355,38.2,0.5
7.8,250,109.8,17.7,7.2,80,19,1.53
7.49,700,232,68.1,38.8,200,61,0.45
7.49,700,232,68.1,38.8,200,61,0.45
7.51,1420,549,124.3,66,535,83,1.53
7.97,490,214,29,17.2,170,28,0.32
7.8,788,213.5,10.6,198.2,395,4.4,null
7.15,178,61,10.6,8.8,50,11,null
7.73,688,244,7.1,121.6,345,4.2,null
7.95,413,176.9,10.6,40.3,195,8,null
7.71,393,128.1,21.3,36.5,155,21,null
7.69,841,353.8,42.5,36.5,390,13.1,null
7.48,189,85.4,10.6,10.1,60,20,null
7.63,699,268.4,21.3,101.1,330,18.2,null
7.66,127,61,3.5,5.3,40,12,null
7.52,149,48.8,7.1,15.7,40,15.4,null
7.61,133,61,7.1,5.9,40,14.8,null
7.69,699,280.6,14.2,80.4,335,7.8,null
7.47,156,67.1,7.1,8.1,50,12.2,null
7.4,222,85.4,7.1,21.4,80,13.8,null
7.57,220,73.2,10.6,23.1,90,11.5,null
7.72,394,176.9,10.6,22.4,160,15.8,null
7.37,217,54.9,10.6,21.4,80,12.7,null
7.37,217,54.9,10.6,21.4,80,12.7,null
7.62,530,244,10.6,14.4,235,13.1,null
7.69,558,317.2,7.1,6.2,265,7.1,null
7.66,538,311.1,7.1,5.3,245,17.1,null
7.59,919,433.1,39,61,310,58.5,0.15
7.51,1485,488,95.7,157.9,695,19.6,null
7.78,601,250.1,21.3,37.2,275,11,0.18
7.64,1415,652.7,53.2,71.3,450,43,null
7.59,1104,396.5,53.2,55.2,400,42.6,0.16
7.76,478,237.9,7.1,31.2,215,11.9,null
7.98,635,335.5,21.3,13.8,275,23.2,0.37
7.69,640,335.5,7.1,19.2,275,20.5,0.18
7.75,564,305,10.6,11.4,250,14.9,null
7.74,580,298.9,7.1,29,280,5,0.14
7.71,670,323.3,17.7,40.7,310,13.2,0.15
8.24,530,244,14.2,31.4,235,11.9,0.15
7.61,631,292.8,17.7,31.1,280,14.9,0.16
7.76,707,317.2,24.8,36.3,325,12.2,null
7.79,317,122,14.2,30.6,145,3.5,0.32
7.75,1073,445.3,49.6,47.4,300,76.1,0.35
7.85,700,311.1,24.8,52.4,325,13.2,0.21
7.93,495,207.4,7.1,59,230,4.6,0.1
7.85,481,268.4,7.1,12,240,4.4,0.14
7.53,538,268.4,14.2,26,250,6.8,0.13
7.41,465,256.2,7.1,9.7,210,9,null
7.83,335,158.6,7.1,18,140,7.9,0.09
7.49,524,292.8,10.6,8.8,240,14,0.12
7.65,353,158.6,10.6,21,150,8.4,null
7.42,522,256.2,17.7,22,230,13,0.11
7.82,496,231.8,7.1,44,250,null,null
7.96,706,280.6,17.7,78,330,7.8,null
7.92,440,183,14.2,16,190,9,0.19
7.89,322,158.6,14.2,12,140,10,0.06
7.35,250,73.2,21.3,19,90,13,null
7.63,680,353.9,21.3,14,330,9.9,0.12
7.67,980,414.9,63.8,26,330,66,0.34
7.69,450,244,7.1,22,210,7.6,0.14
7.63,451,207.4,7.1,25,200,5.9,0.13
7.72,607,317.3,10.6,45,300,7.4,0.13
7.63,733,402.7,7.1,41,380,7.2,0.08
7.61,772,414.9,7.1,58,390,15,0.11
7.56,594,305.1,7.1,43,300,7.2,null
7.48,530,256.2,14.2,18,240,10,0.1
7.53,456,244,7.1,9.6,210,5.2,null
7.67,570,262.3,21.3,26.6,265,10.8,null
7.66,601,280.6,21.3,20.7,260,20.5,0.19
7.84,517,195.2,24.8,22.1,240,9.7,0.13
7.69,310,134.2,17.7,16.6,125,13.2,null
7.73,988,463.7,56.7,28,110,176,2.8
8.07,258,134.2,14.2,3.8,110,11.7,0.17
8.03,463,158.6,56.7,12.3,190,14.8,0.2
8.2,799,195.2,85.1,80.5,330,26.9,1.6
8.3,380,207.4,7.1,4.7,160,14.3,0.19
8.28,220,97.6,21.3,2.9,90,11,0.26
8.17,520,170.8,70.9,26.8,190,41.2,0.16
8.29,414,183,35.5,12.1,160,28,0.21
8.26,950,134.2,127.8,82,130,482.8,0.38
8.01,1645,61,362.1,155,330,54.7,0.4
8.06,535,170.8,92.3,16,270,85.8,0.35
8.21,960,292.8,148.9,32.9,380,69.7,0.37
7.92,814,268.4,113.4,37.7,190,42.3,0.39
8.27,380,170.8,28.4,12.4,230,84.5,0.26
8.18,548,244,35.5,19.6,230,47.4,0.84
8.1,645,268.4,42.5,19.5,480,54.8,1.01
7.89,648,219.6,28.4,24,330,390,0.95
8.26,517,183,63.9,18,560,780,0.13
8.2,470,195.2,28.4,17.5,180,96.9,0.28
7.69,4533,244,1157.3,227.3,320,121.8,0.41
8.14,595,219.6,85.2,17.2,200,90.3,0.38
7.82,844,280.6,85.2,49.5,340,221.3,0.5
8.29,1257,280.6,184.3,67.8,250,28.8,0.58
8.11,805,231.8,113.4,45.7,320,33.9,0.16
7.86,372.3,170.8,14.2,6.6,570,60.4,0.18
7.95,471,219.6,28.4,4.1,150,249,0.16
8.11,1183,366.1,163.1,85,1001,755,0.49
8.08,430,109.8,56.7,13.1,420,67.2,0.27
7.95,395,146.4,14.2,4,670,388.3,0.2
7.98,505,231.8,35.5,18.7,200,35.6,0.63
8.28,384,183,14.2,18.8,300,21.2,0.35
7.99,520,219.6,28.4,18.6,170,15,0.16
8.15,410,207.4,21.3,14,260,84.8,0.28
8.18,675,341.7,28.4,15.8,180,18.1,0.3
8.04,857,183,141.8,58,320,55.7,0.34
8.08,498,195.2,56.7,26,400,251,0.19
7.96,505,146.4,63.9,22.8,280,172,0.35
7.84,412,207.4,21.3,14.3,260,513,null
8.06,523,195.2,63.8,11.4,220,264.2,0.09
8.15,901,219.6,99.4,92,740,969.5,0.31
8.14,496,183,56.8,24.9,910,160.7,0.31
8.04,975,244,163.3,59.7,370,70,0.34
8.18,565,244,49.7,25.9,2880,294,0.35
7.93,681,256.2,70.9,39.6,310,31,0.59
7.57,520,244,35.5,22.4,370,70,0.44
8,459,183,49.6,25.9,530,73,0.12
8.09,391,207.4,21.3,7.4,200,14,0.23
8.16,396,183,21.3,13.3,240,15,0.17
8.18,408,231.8,14.2,7.2,220,15.4,0.13
8.15,430,219.6,21.3,12,130,60.4,0.25
7.9,499,244,35.5,24.9,210,16.4,0.12
8.02,451,231.8,28.4,14.2,250,15,0.36
8.15,430,195.2,35.5,15.7,340,89.8,0.25
8.2,743,256.2,99.3,20.8,180,15.7,0.61
7.52,1075,329,142,42,340,88,1.77
8.12,1710,329,213,208,280,262,0.17
8.09,890,366,43,59,270,81,0.05
7.87,690,244,57,43,250,42,0.05
8.15,1010,427,57,28,270,108,0.97
8.27,775,305,35,45,230,72,1
7.99,730,342,21,34,310,25,0.97
7.66,910,281,43,144,355,45,1.13
7.58,2450,195,546,272,1000,102,1.16
7.67,1200,281,113,129,250,161,1.87
8.15,640,159,57,72,140,74,0.93
8.02,760,293,57,27,280,46,1.07
7.89,750,244,25,122,280,43,0.02
8.14,880,244,64,117,180,120,1.25
7.83,950,366,78,40,270,94,0.83
7.84,970,317,64,98,320,75,1.23
7.63,1220,461,71,120,340,125,0.86
7.46,1120,244,149,137,290,124,0.94
7.53,1040,214,113,154,370,69,0.55
7.82,1065,329,85,134,370,74,0.67
7.72,1390,525,64,127,380,99,0.74
8,1100,238,149,134,350,85,0.5
7.84,2360,439,475,132,450,334,2.44
7.98,940,342,92,52,300,82,1.19
7.87,1800,226,248,247,480,193,0.03
7.94,1570,232,199,288,330,209,0.83
7.65,1170,165,170,196,350,106,0.41
7.67,910,354,57,56,330,23,0.6
7.15,1210,244,184,78,310,133,0.59
7.5,600,159,43,100,240,27,0.41
7.63,970,268,43,146,410,34,0.55
7.66,1340,256,241,98,430,109,0.59
7.91,965,354,78,43,370,52,0.49
7.92,830,342,57,48,250,75,0.79
7.86,710,207,53,72,310,20,0.55
7.72,1280,317,135,102,430,96,0.19
7.86,1150,268,170,62,370,94,0.21
7.52,1310,317,191,62,410,110,0.54
7.74,820,256,57,67,290,56,0.03
7.84,840,256,78,85,360,29,0.14
8.01,755,159,78,130,260,50,0.29
7.89,2360,262,340,356,510,268,0.73
8.12,820,281,71,70,160,110,0.39
8.06,1080,207,121,172,370,77,0.93
8.09,4650,537,425,827,620,495,1
8.03,1230,159,170,152,460,53,0.61
7.52,1790,220,241,170,600,118,0.65
7.66,1990,220,340,289,460,242,0.33
7.83,1420,317,163,188,520,87,0.55
8.04,1280,165,142,276,310,152,0.81
7.77,1000,189,113,151,250,115,0.68
7.93,2110,201,454,232,400,300,0.97
7.85,1670,189,312,224,450,175,0.56
8.09,1200,232,149,175,410,86,0.38
7.96,930,201,121,113,270,90,0.51
7.92,1020,238,71,199,300,94,0.56
7.83,850,189,71,158,230,89,0.14
7.83,1110,189,177,139,350,93,0.38
7.32,970,366,57,64,370,45,0.15
7.66,920,329,35,122,410,22,0.26
7.96,960,378,85,38,350,56,0.53
7.64,950,165,191,62,310,75,0.15
7.65,1085,201,142,156,450,41,0.04
7.65,830,189,135,55,250,76,0.19
7.72,1610,226,293,173,320,186,0.07
7.82,1110,207,142,170,300,100,0.46
7.75,1350,177,149,228,350,150,0.67
8.22,1220,189,142,172,330,124,0.68
7.651,149.1,103.8,14.2,5.1,60,18.7,0.48
6.75,322.7,42.7,31.9,20.5,80,16.7,0.03
7.48,456.7,122.1,31.9,17.8,120,23.7,0.07
6.81,209.2,54.9,28.4,15.5,60,11.3,0.05
7.217,60.61,48.8,21.3,3.9,70,5.8,0.14
6.28,134.8,48.8,21.3,7.8,45,16.4,0.09
7.336,238,61,56.7,11.3,45,37.3,0.22
7.665,231.1,134.3,21.3,23.7,100,22.7,0.11
7.45,213.5,122.1,14.2,9.8,75,16.1,0.24
6.58,85.26,48.8,10.6,2.6,30,9.6,0.24
7.33,180.6,103.8,7.1,10.7,90,4.2,0.25
7.407,361.6,85.5,49.6,19.9,115,27.5,0.23
7.514,274.6,85.5,35.5,30.1,85,31.3,0.12
7.693,213.1,122.1,7.1,7.8,100,3.4,0.03
7.19,113.5,42.7,10.6,6.7,50,5.7,0.31
6.66,55.9,42.7,14.2,1.3,30,8.2,0.17
6.69,123.4,54.9,14.2,7.2,55,6.4,0.14
7.554,202.9,79.4,10.6,18.1,105,2.3,0.04
7.499,209.3,128.2,24.8,5.7,115,18,0.51
7.529,129.8,109.9,21.3,2.1,85,19.3,0.3
7.439,214.3,122.1,35.5,1.4,135,12.1,0.31
7.56,52.9,36.6,10.6,0.8,25,10.2,0.04
7.642,466.3,305.2,53.2,13.1,160,62.2,0.06
7.026,327.9,61,42.5,18,40,39.9,0.06
7.018,163.8,42.7,31.9,7.6,50,12.7,0.08
6.55,232.8,54.9,42.5,18.8,120,6.4,0.2
6.78,119.6,48.8,21.3,6.3,45,10,0.2
8.07,358.8,250.3,39,18.9,200,20,0.03
7.384,226.5,91.6,28.4,12.5,110,11.6,0.22
7.65,268.3,109.9,35.5,4.9,50,20.6,0.25
6.49,249.5,24.4,24.8,13.5,25,16.6,0.28
7.415,262.7,79.4,31.9,18.5,75,22.6,0.33
7.89,150.6,152.6,14.2,11.7,125,15.3,0.46
7.209,78.44,42.7,21.3,4,40,12.6,0.23
7.431,98.09,103.8,7.1,0.4,90,6.1,0.31
6.9,234,61,53.2,15.9,90,19.9,0.23
7.998,245.3,140.4,24.8,11.6,90,22.5,0.08
7.444,140.1,30.5,31.9,0.6,35,11.5,0.21
7.876,128.1,164.8,10.6,7.6,120,19.4,0.92
5.205,174.3,152.6,14.2,8.5,135,8.8,null
6.936,328.4,54.9,46.1,17.6,115,11.4,0.09
6.24,57.73,24.4,10.6,4.3,25,5.8,0.13
6.186,34.33,24.4,10.6,4.1,20,7.5,0.02
7.371,136.6,79.4,14.2,27.5,50,25.4,0.21
7.517,203.4,109.9,21.3,7.7,110,6.6,0.01
7.839,197.8,97.7,10.6,6.2,85,10.7,0.14
7.895,331.6,164.8,24.8,10.3,100,24,0.05
7.653,149,79.4,14.2,3.9,75,10.5,0.09
7.933,458.8,189.3,35.5,12.8,165,19.1,0.07
7.378,50.81,36.6,17.7,0.8,35,8.9,0.08
7.907,241.7,152.6,14.2,4.1,100,21.6,0.11
8.14,512.3,262.5,28.4,24.6,260,20.3,0.07
8.25,554.8,170.9,56.7,70.7,170,53.2,0.05
8.03,182.2,61,21.3,11.4,70,11.8,0.1
8.07,281.1,79.4,17.7,19.8,120,9.5,0.1
8.15,440.1,128.2,63.8,20.8,160,26,0.11
8.24,380.6,152.6,35.5,43.8,165,11.8,0.12
7.959,82.32,42.7,14.2,2.4,55,6.2,0.14
7.958,151.7,109.9,14.2,4.2,90,6.6,0.1
7.848,306.6,73.3,46.1,7.9,75,27.9,0.08
8.127,404.5,250.3,35.5,23.2,185,29.8,0.16
8.132,169.5,134.3,17.7,2.2,130,5.1,0.08
7.587,332.3,140.4,42.5,18.2,90,27.5,0.01
7.41,305.3,128.2,39,15.2,110,21.6,0.12
7.18,200.7,67.2,35.5,12,65,19.4,0.25
7.05,149.8,73.3,17.7,1.3,45,14.3,0.07
7.62,612,122.1,74.4,24.5,160,34.7,0.04
6.96,321.6,91.6,49.6,18.4,95,29.4,0.12
7.2,374.9,134.3,70.9,6.8,105,33.8,0.1
7.16,200,97.7,42.5,13.9,70,25.5,0.18
7.05,138.8,73.3,35.5,3.2,70,15.1,0.16
7.41,97.23,103.8,10.6,2.4,70,18.7,0.41
7.485,76.72,79.4,10.6,2.7,60,12,0.38
7.478,97.21,116,10.6,6.8,80,16.9,0.44
7.462,186.9,140.4,21.3,30.3,140,22.7,0.43
7.432,103.8,91.6,17.7,3.3,65,15,0.39
7.517,196.8,140.4,28.4,11.9,120,26.2,0.43
7.491,155.3,79.4,21.3,40.4,65,28,0.23
8.02,160.1,61,28.4,6.7,70,17.9,0.08
7.4,585,146.4,51.1,31.7,130,43.6,0.33
7.24,1390,366.1,138.3,58.4,307,79.5,0.59
8,645,164.8,78,42.5,175,55.1,0.35
7.2,610,195.3,70.9,29.5,200,46.2,0.3
7.14,1615,219.7,296.1,80.2,329,157.9,0.24
7.8,1132,463.8,108.5,59.9,71,228.2,0.85
7.4,1005,244.1,179.7,10.7,225,105.6,0.32
7.9,1554,378.3,290,40,225,240.5,0.25
8.1,143,61,14.8,4.3,53,7.8,0.07
8,205,85.4,15.8,2.4,43,24.3,0.42
7.2,616,183.1,102.5,3.8,215,32.1,0.12
7.2,485,122,44.1,18.4,121,35.3,0.35
7.3,1090,195.3,225.8,30.5,372,54.7,0.2
7.6,460,109.8,102,2.4,118,46.6,0.13
7.6,942,244.1,174,36.3,299,80.2,0.44
7.2,630,268.5,56.6,25.4,161,65.5,0.55
7.1,716,268.5,68.8,27,172,77.4,0.3
7.4,885,122,179.9,47.1,198,93.2,0.22
7.99,1380,402.7,219.3,52.1,246,188,0.27
7.71,395,170.9,19.8,12.6,130,18.9,0.33
7.95,580,158.7,77.8,32.8,145,41,0.32
7.77,520,109.8,70.9,33,186,18.3,0.2
7.39,700,317.3,36.2,21.5,195,59.2,0.78
7.86,760,402.7,21.6,16.8,271,46.8,0.56
7.24,890,457.7,26.1,18.5,197,99.3,2.34
7.99,450,231.9,15.6,12.8,140,28.2,0.12
7.98,680,158.7,53.5,44.1,170,44.4,0.19
8.07,290,128.1,13.1,10,67,21.5,0.26
7.7,600,195.3,62.8,12.2,184,39.3,0.16
7.75,720,366.1,23.7,15.6,185,73.6,0.15
7.44,250,122,7.1,2.8,80,10.9,0.24
7.82,720,353.9,34.4,15.2,235,49.8,0.79
7.35,470,244.1,11,5,173,19.4,0.2
7.95,1320,622.4,69,52.7,299,160.6,0.19
7.9,680,170.9,119.5,19.7,149,82.7,0.45
7.3,1200,347.8,108.5,98.1,282,128.3,0.24
7.92,900,326.5,53.2,95.9,222,103.4,0.83
7.67,760,353.9,34.2,30.4,316,29.7,0.52
7.13,730,402.7,14.4,26.9,352,13.4,0.4
7.83,1250,335.6,82.5,116.7,317,134.1,0.43
7.13,980,320.4,46.3,119.2,396,35.1,0.46
7.13,980,320.4,46.3,119.2,396,35.1,0.46
7.8,1340,659,62.5,21.4,492,87.7,0.59
7.5,860,488.2,13.4,10.2,372,32.6,0.71
7.98,900,503.4,46.7,8.6,400,44.2,0.36
7.85,1950,476,329.7,80,295,261.4,0.14
8.15,620,195.3,88.6,3.1,40,102,0.41
7.47,1210,390.5,141.8,79.9,250,157.9,0.4
7.76,590,106.8,56.7,110.9,180,51.3,0.32
7.3,1314,317.3,111.7,139.6,388,67.7,0.4
7.8,320,146.4,17.6,3,109,13.8,0.24
7.7,662,268.5,61.5,4.4,216,35.5,0.38
7.3,1001,280.7,152.3,32.2,290,68.8,0.15
7.5,876,244.1,99.7,21.6,333,30.3,0.24
7.2,333,158.7,17.6,2.5,140,10.7,0.43
7,1432,659,117,15.8,526,80.4,0.45
7.5,122,48.8,2.3,0.6,36,5.1,0.15
7.3,65,24.4,4.2,0.2,27,3.4,0.05
7.1,260,61,25.4,1.1,84,15.6,0.14
6.5,22,12.2,1.1,0.2,7,1.5,0.01
7.1,560,329.5,10.7,10.1,196,34,0.45
8,150,73.2,2.7,5.6,53,5.8,0.08
8,145,36.6,11.9,2,40,7.9,0.04
7.3,780,317.3,38.9,20,312,23.5,0.55
7.3,765,378.3,47.5,9.6,278,45.6,0.28
7.5,238,61,20.7,2.1,70,8.2,0.09
7.5,596,341.7,13.6,9,261,21.5,0.26
7.4,1226,244.1,174.6,42.2,466,29.8,0.3
7.1,252,36.6,20.6,4,68,15,0.07
7.5,850,341.7,74.8,25.8,357,43.5,2.88
7.4,710,414.9,56.8,9.7,224,94.4,2.5
7.6,335,146.4,17.2,6.9,117,12.5,0.23
7.5,694,353.9,27.3,9.7,244,41.2,0.33
7.3,877,219.7,87.7,18,306,25.9,0.18
7,1007,524.8,49.3,21.4,367,52,1.13
7.5,1362,683.4,77.2,25.4,298,178,0.74
7.6,381,219.7,5.4,2.6,165,8.2,0.49
7.7,300,122,12.4,6.2,86,18.2,0.26
7.69,800,146.4,152.7,39,156,96.7,0.17
7.86,580,256.3,16,9.8,170,33.5,0.16
7.68,1060,219.7,173.2,28.8,285,59.6,0.13
8.06,180,67.1,8.2,8.6,49,8.7,0.1
7.7,391,164.8,18.5,18.2,143,17.9,0.18
8.02,310,109.8,17.5,15.4,78,20.5,0.25
6.75,910,122,156.6,35,147,95.4,0.14
7.98,840,469.9,30.5,24.9,236,80.2,0.32
7.95,410,85.4,35,17.2,83,29.7,0.34
8.22,602,317.3,28.4,86,230,72,0.45
8.02,710,341.7,70.9,70,280,77,0.5
8.12,389,244.1,14.2,45,190,33,0.6
8.05,768,366.1,56.7,50,190,105,0.52
7.99,523,280.7,35.5,30,210,41,0.28
8.25,367,268.5,7.1,50,220,28,0.35
8.15,710,219.7,40.4,110,198,65,0.43
8.2,2520,524.8,242.5,528,375,442,0.62
8.1,5405,903.1,680.3,810,947,660,1.3
8.22,3325,805.5,410.9,485,448,420,1.5
8.25,320,170.9,6.7,5,52,49,0.78
8.25,1086,573.6,33.7,90,239,175,0.93
8.1,1345,366.1,114.5,270,500,145,0.6
8.17,1575,402.7,208.8,210,250,205,0.4
8.17,2565,500.4,229,418,479,385,1.1
8.02,2875,488.2,363.7,368,531,430,0.72
8.1,1842,573.6,161.7,232,364,285,2
8.05,2612,414.9,323.3,525,624,320,1.2
8.05,620,305.1,33.7,40,219,51,0.35
8.25,1947,549.2,215.5,278,260,302,0.74
8.2,2470,476,249.2,542,364,440,0.8
8.27,2002,463.8,175.1,380,210,380,0.91
8.05,4155,610.2,417.6,1052,687,502,1.1
